id	taxonID	scientificName	kingdom
Carex ornithopodoides	Carex ornithopodoides	Carex ornithopodoides	Plantae
Carex pallescens	Carex pallescens	Carex pallescens	Plantae
Carex panicea	Carex panicea	Carex panicea	Plantae
Carex paniculata	Carex paniculata	Carex paniculata	Plantae
Carex pauciflora	Carex pauciflora	Carex pauciflora	Plantae
Carex paupercula (ssp. irrigua)	Carex paupercula (ssp. irrigua)	Carex paupercula (ssp. irrigua)	Plantae
Carex pendula	Carex pendula	Carex pendula	Plantae
Carex pilosa	Carex pilosa	Carex pilosa	Plantae
Carex pilulifera	Carex pilulifera	Carex pilulifera	Plantae
Carex praecox agg.	Carex praecox agg.	Carex praecox agg.	Plantae
Carex pseudobrizoides (reichenb.)	Carex pseudobrizoides (reichenb.)	Carex pseudobrizoides (reichenb.)	Plantae
Carex pseudocyperus	Carex pseudocyperus	Carex pseudocyperus	Plantae
Carex pulicaris	Carex pulicaris	Carex pulicaris	Plantae
Carex punctata	Carex punctata	Carex punctata	Plantae
Carex remota	Carex remota	Carex remota	Plantae
Carex riparia	Carex riparia	Carex riparia	Plantae
Carex rostrata (inflata)	Carex rostrata (inflata)	Carex rostrata (inflata)	Plantae
Carex rupestris	Carex rupestris	Carex rupestris	Plantae
Carex secalina	Carex secalina	Carex secalina	Plantae
Carex sempervirens	Carex sempervirens	Carex sempervirens	Plantae
Carex strigosa	Carex strigosa	Carex strigosa	Plantae
Carex supina	Carex supina	Carex supina	Plantae
Carex sylvatica	Carex sylvatica	Carex sylvatica	Plantae
Carex tomentosa (filiformis)	Carex tomentosa (filiformis)	Carex tomentosa (filiformis)	Plantae
Carex trinervis	Carex trinervis	Carex trinervis	Plantae
Carex umbrosa	Carex umbrosa	Carex umbrosa	Plantae
Carex vaginata	Carex vaginata	Carex vaginata	Plantae
Carex vesicaria	Carex vesicaria	Carex vesicaria	Plantae
Carex vulpina otrubae (vulp. var. nem.)	Carex vulpina otrubae (vulp. var. nem.)	Carex vulpina otrubae (vulp. var. nem.)	Plantae
Carex vulpina vulpina	Carex vulpina vulpina	Carex vulpina vulpina	Plantae
Carlina acaulis ssp. simplex	Carlina acaulis ssp. simplex	Carlina acaulis ssp. simplex	Plantae
Carlina acaulis ssp. acaulis	Carlina acaulis ssp. acaulis	Carlina acaulis ssp. acaulis	Plantae
Carlina vulgaris	Carlina vulgaris	Carlina vulgaris	Plantae
Carlina vulgaris biebersteinii	Carlina vulgaris biebersteinii	Carlina vulgaris biebersteinii	Plantae
Carpesium cernuum	Carpesium cernuum	Carpesium cernuum	Plantae
Carpinus betulus	Carpinus betulus	Carpinus betulus	Plantae
Carum carvi	Carum carvi	Carum carvi	Plantae
Carum verticillatum	Carum verticillatum	Carum verticillatum	Plantae
Castanea sativa	Castanea sativa	Castanea sativa	Plantae
Catabrosa aquatica	Catabrosa aquatica	Catabrosa aquatica	Plantae
Catapodium rigidum	Catapodium rigidum	Catapodium rigidum	Plantae
Caucalis platycarpos (lappula)	Caucalis platycarpos (lappula)	Caucalis platycarpos (lappula)	Plantae
Centaurea calcitrapa	Centaurea calcitrapa	Centaurea calcitrapa	Plantae
Centaurea cyanus	Centaurea cyanus	Centaurea cyanus	Plantae
Centaurea diffusa	Centaurea diffusa	Centaurea diffusa	Plantae
Centaurea jacea	Centaurea jacea	Centaurea jacea	Plantae
Centaurea jacea ssp. angustifolia	Centaurea jacea ssp. angustifolia	Centaurea jacea ssp. angustifolia	Plantae
Centaurea jacea ssp. pratensis	Centaurea jacea ssp. pratensis	Centaurea jacea ssp. pratensis	Plantae
Centaurea jacea ssp. subjacea	Centaurea jacea ssp. subjacea	Centaurea jacea ssp. subjacea	Plantae
Centaurea montana	Centaurea montana	Centaurea montana	Plantae
Centaurea nemoralis	Centaurea nemoralis	Centaurea nemoralis	Plantae
Centaurea nigra	Centaurea nigra	Centaurea nigra	Plantae
Centaurea nigrescens	Centaurea nigrescens	Centaurea nigrescens	Plantae
Centaurea paniculata agg.	Centaurea paniculata agg.	Centaurea paniculata agg.	Plantae
Centaurea phrygia	Centaurea phrygia	Centaurea phrygia	Plantae
Centaurea phrygia pseudophrygia	Centaurea phrygia pseudophrygia	Centaurea phrygia pseudophrygia	Plantae
Centaurea scabiosa	Centaurea scabiosa	Centaurea scabiosa	Plantae
Centaurea scabiosa ssp. alpestris (C. alp.)	Centaurea scabiosa ssp. alpestris (C. alp.)	Centaurea scabiosa ssp. alpestris (C. alp.)	Plantae
Centaurea solstitialis	Centaurea solstitialis	Centaurea solstitialis	Plantae
Centaurea stenolepis	Centaurea stenolepis	Centaurea stenolepis	Plantae
Centaurea triumfettii	Centaurea triumfettii	Centaurea triumfettii	Plantae
Centaurium erythraea (umbellatum)	Centaurium erythraea (umbellatum)	Centaurium erythraea (umbellatum)	Plantae
Centaurium pulchellum	Centaurium pulchellum	Centaurium pulchellum	Plantae
Centaurium littorale ssp. littorale	Centaurium littorale ssp. littorale	Centaurium littorale ssp. littorale	Plantae
Centranthus ruber	Centranthus ruber	Centranthus ruber	Plantae
Centunculus minimus	Centunculus minimus	Centunculus minimus	Plantae
Cephalanthera damasonium (alba)	Cephalanthera damasonium (alba)	Cephalanthera damasonium (alba)	Plantae
Cephalanthera longifolia	Cephalanthera longifolia	Cephalanthera longifolia	Plantae
Cephalanthera rubra	Cephalanthera rubra	Cephalanthera rubra	Plantae
Cerastium alpinum	Cerastium alpinum	Cerastium alpinum	Plantae
Cerastium arvense	Cerastium arvense	Cerastium arvense	Plantae
Cerastium arvense ssp. strictum	Cerastium arvense ssp. strictum	Cerastium arvense ssp. strictum	Plantae
Cerastium brachypetalum	Cerastium brachypetalum	Cerastium brachypetalum	Plantae
Cerastium cerastoides	Cerastium cerastoides	Cerastium cerastoides	Plantae
Cerastium diffusum (tetrandrum)	Cerastium diffusum (tetrandrum)	Cerastium diffusum (tetrandrum)	Plantae
Cerastium dubium (anomalum)	Cerastium dubium (anomalum)	Cerastium dubium (anomalum)	Plantae
Cerastium fontanum agg.	Cerastium fontanum agg.	Cerastium fontanum agg.	Plantae
Cerastium fontanum fontanum	Cerastium fontanum fontanum	Cerastium fontanum fontanum	Plantae
Cerastium fontanum holosteoides (caesp.)	Cerastium fontanum holosteoides (caesp.)	Cerastium fontanum holosteoides (caesp.)	Plantae
Cerastium glomeratum	Cerastium glomeratum	Cerastium glomeratum	Plantae
Cerastium latifolium	Cerastium latifolium	Cerastium latifolium	Plantae
Cerastium pedunculatum	Cerastium pedunculatum	Cerastium pedunculatum	Plantae
Cerastium pumilum agg.	Cerastium pumilum agg.	Cerastium pumilum agg.	Plantae
Cerastium semidecandrum	Cerastium semidecandrum	Cerastium semidecandrum	Plantae
Cerastium uniflorum	Cerastium uniflorum	Cerastium uniflorum	Plantae
Ceratocephalus falcatus	Ceratocephalus falcatus	Ceratocephalus falcatus	Plantae
Ceratophyllum demersum	Ceratophyllum demersum	Ceratophyllum demersum	Plantae
Ceratophyllum submersum	Ceratophyllum submersum	Ceratophyllum submersum	Plantae
Cerinthe glabra ssp. glabra	Cerinthe glabra ssp. glabra	Cerinthe glabra ssp. glabra	Plantae
Cerinthe minor	Cerinthe minor	Cerinthe minor	Plantae
Ceterach officinarum	Ceterach officinarum	Ceterach officinarum	Plantae
Chaenarrhinum minus (Linaria minor)	Chaenarrhinum minus (Linaria minor)	Chaenarrhinum minus (Linaria minor)	Plantae
Chaerophyllum aromaticum	Chaerophyllum aromaticum	Chaerophyllum aromaticum	Plantae
Chaerophyllum aureum	Chaerophyllum aureum	Chaerophyllum aureum	Plantae
Chaerophyllum bulbosum	Chaerophyllum bulbosum	Chaerophyllum bulbosum	Plantae
Chaerophyllum hirsutum	Chaerophyllum hirsutum	Chaerophyllum hirsutum	Plantae
Chaerophyllum temulum	Chaerophyllum temulum	Chaerophyllum temulum	Plantae
Chaerophyllum villarsii	Chaerophyllum villarsii	Chaerophyllum villarsii	Plantae
Chamaecytisus ratisbonensis	Chamaecytisus ratisbonensis	Chamaecytisus ratisbonensis	Plantae
Chamaecytisus supinus	Chamaecytisus supinus	Chamaecytisus supinus	Plantae
Chamaedaphne calyculata	Chamaedaphne calyculata	Chamaedaphne calyculata	Plantae
Chamaespartium sagittale	Chamaespartium sagittale	Chamaespartium sagittale	Plantae
Chamorchis alpina	Chamorchis alpina	Chamorchis alpina	Plantae
Chelidonium majus	Chelidonium majus	Chelidonium majus	Plantae
Chenopodium album agg.	Chenopodium album agg.	Chenopodium album agg.	Plantae
Chenopodium album album	Chenopodium album album	Chenopodium album album	Plantae
Chenopodium album opulifolium	Chenopodium album opulifolium	Chenopodium album opulifolium	Plantae
Chenopodium album strictum	Chenopodium album strictum	Chenopodium album strictum	Plantae
Chenopodium album suecicum (viride)	Chenopodium album suecicum (viride)	Chenopodium album suecicum (viride)	Plantae
Chenopodium bonus–henricus	Chenopodium bonus–henricus	Chenopodium bonus–henricus	Plantae
Chenopodium botrys	Chenopodium botrys	Chenopodium botrys	Plantae
Chenopodium ficifolium (serotinum)	Chenopodium ficifolium (serotinum)	Chenopodium ficifolium (serotinum)	Plantae
Chenopodium foliosum	Chenopodium foliosum	Chenopodium foliosum	Plantae
Chenopodium glaucum	Chenopodium glaucum	Chenopodium glaucum	Plantae
Chenopodium hybridum	Chenopodium hybridum	Chenopodium hybridum	Plantae
Chenopodium murale	Chenopodium murale	Chenopodium murale	Plantae
Chenopodium polyspermum	Chenopodium polyspermum	Chenopodium polyspermum	Plantae
Chenopodium pumilio	Chenopodium pumilio	Chenopodium pumilio	Plantae
Chenopodium rubrum	Chenopodium rubrum	Chenopodium rubrum	Plantae
Chenopodium rubrum botryoides	Chenopodium rubrum botryoides	Chenopodium rubrum botryoides	Plantae
Chenopodium urbicum	Chenopodium urbicum	Chenopodium urbicum	Plantae
Chenopodium vulvaria	Chenopodium vulvaria	Chenopodium vulvaria	Plantae
Chimaphila umbellata	Chimaphila umbellata	Chimaphila umbellata	Plantae
Chondrilla chondrilloides (prenanth.)	Chondrilla chondrilloides (prenanth.)	Chondrilla chondrilloides (prenanth.)	Plantae
Chondrilla juncea	Chondrilla juncea	Chondrilla juncea	Plantae
Chrysanthemum segetum	Chrysanthemum segetum	Chrysanthemum segetum	Plantae
Chrysosplenium alternifolium	Chrysosplenium alternifolium	Chrysosplenium alternifolium	Plantae
Chrysosplenium oppositifolium	Chrysosplenium oppositifolium	Chrysosplenium oppositifolium	Plantae
Cicendia filiformis	Cicendia filiformis	Cicendia filiformis	Plantae
Cicerbita alpina	Cicerbita alpina	Cicerbita alpina	Plantae
Cicerbita plumieri	Cicerbita plumieri	Cicerbita plumieri	Plantae
Cichorium intybus	Cichorium intybus	Cichorium intybus	Plantae
Cicuta virosa	Cicuta virosa	Cicuta virosa	Plantae
Circaea alpina	Circaea alpina	Circaea alpina	Plantae
Circaea x intermedia	Circaea x intermedia	Circaea x intermedia	Plantae
Circaea lutetiana	Circaea lutetiana	Circaea lutetiana	Plantae
Cirsium acaule	Cirsium acaule	Cirsium acaule	Plantae
Cirsium arvense	Cirsium arvense	Cirsium arvense	Plantae
Cirsium canum	Cirsium canum	Cirsium canum	Plantae
Cirsium dissectum (anglicum)	Cirsium dissectum (anglicum)	Cirsium dissectum (anglicum)	Plantae
Cirsium eriophorum	Cirsium eriophorum	Cirsium eriophorum	Plantae
Cirsium erisithales	Cirsium erisithales	Cirsium erisithales	Plantae
Cirsium heterophyllum (helenioides)	Cirsium heterophyllum (helenioides)	Cirsium heterophyllum (helenioides)	Plantae
Cirsium oleraceum	Cirsium oleraceum	Cirsium oleraceum	Plantae
Cirsium palustre	Cirsium palustre	Cirsium palustre	Plantae
Cirsium rivulare	Cirsium rivulare	Cirsium rivulare	Plantae
Cirsium spinosissimum	Cirsium spinosissimum	Cirsium spinosissimum	Plantae
Cirsium tuberosum	Cirsium tuberosum	Cirsium tuberosum	Plantae
Cirsium vulgare (lanceolatum)	Cirsium vulgare (lanceolatum)	Cirsium vulgare (lanceolatum)	Plantae
Cladium mariscus	Cladium mariscus	Cladium mariscus	Plantae
Claytonia perfoliata	Claytonia perfoliata	Claytonia perfoliata	Plantae
Clematis alpina	Clematis alpina	Clematis alpina	Plantae
Clematis recta	Clematis recta	Clematis recta	Plantae
Clematis vitalba	Clematis vitalba	Clematis vitalba	Plantae
Clinopodium vulgare (Calamintha cl.)	Clinopodium vulgare (Calamintha cl.)	Clinopodium vulgare (Calamintha cl.)	Plantae
Cnicus benedictus	Cnicus benedictus	Cnicus benedictus	Plantae
Cnidium dubium	Cnidium dubium	Cnidium dubium	Plantae
Cochlearia anglica	Cochlearia anglica	Cochlearia anglica	Plantae
Cochlearia danica	Cochlearia danica	Cochlearia danica	Plantae
Cochlearia officinalis agg.	Cochlearia officinalis agg.	Cochlearia officinalis agg.	Plantae
Cochlearia pyrenaica ssp. pyrenaica	Cochlearia pyrenaica ssp. pyrenaica	Cochlearia pyrenaica ssp. pyrenaica	Plantae
Coeloglossum viride	Coeloglossum viride	Coeloglossum viride	Plantae
Colchicum autumnale	Colchicum autumnale	Colchicum autumnale	Plantae
Coleanthus subtilis	Coleanthus subtilis	Coleanthus subtilis	Plantae
Collomia grandiflora	Collomia grandiflora	Collomia grandiflora	Plantae
Colutea arborescens	Colutea arborescens	Colutea arborescens	Plantae
Conium maculatum	Conium maculatum	Conium maculatum	Plantae
Conopodium majus	Conopodium majus	Conopodium majus	Plantae
Conringia orientalis	Conringia orientalis	Conringia orientalis	Plantae
Consolida regalis ssp. regalis	Consolida regalis ssp. regalis	Consolida regalis ssp. regalis	Plantae
Convallaria majalis	Convallaria majalis	Convallaria majalis	Plantae
Convolvulus arvensis	Convolvulus arvensis	Convolvulus arvensis	Plantae
Conyza canadensis	Conyza canadensis	Conyza canadensis	Plantae
Corallorhiza trifida	Corallorhiza trifida	Corallorhiza trifida	Plantae
Corispermum hyssopifolium (leptoterum)	Corispermum hyssopifolium (leptoterum)	Corispermum hyssopifolium (leptoterum)	Plantae
Corispermum marschallii	Corispermum marschallii	Corispermum marschallii	Plantae
Cornus mas	Cornus mas	Cornus mas	Plantae
Cornus sanguinea	Cornus sanguinea	Cornus sanguinea	Plantae
Cornus suecica	Cornus suecica	Cornus suecica	Plantae
Coronilla coronata	Coronilla coronata	Coronilla coronata	Plantae
Coronilla emerus	Coronilla emerus	Coronilla emerus	Plantae
Coronilla vaginalis	Coronilla vaginalis	Coronilla vaginalis	Plantae
Coronilla varia	Coronilla varia	Coronilla varia	Plantae
Coronopus didymus	Coronopus didymus	Coronopus didymus	Plantae
Coronopus squamatus (procumbens)	Coronopus squamatus (procumbens)	Coronopus squamatus (procumbens)	Plantae
Corrigiola litoralis	Corrigiola litoralis	Corrigiola litoralis	Plantae
Cortusa matthioli	Cortusa matthioli	Cortusa matthioli	Plantae
Corydalis cava	Corydalis cava	Corydalis cava	Plantae
Corydalis claviculata	Corydalis claviculata	Corydalis claviculata	Plantae
Corydalis intermedia	Corydalis intermedia	Corydalis intermedia	Plantae
Corydalis lutea	Corydalis lutea	Corydalis lutea	Plantae
Corydalis solida	Corydalis solida	Corydalis solida	Plantae
Corylus avellana	Corylus avellana	Corylus avellana	Plantae
Corynephorus canescens	Corynephorus canescens	Corynephorus canescens	Plantae
Cotinus coggygria	Cotinus coggygria	Cotinus coggygria	Plantae
Cotoneaster integerrimus	Cotoneaster integerrimus	Cotoneaster integerrimus	Plantae
Cotoneaster tomentosus	Cotoneaster tomentosus	Cotoneaster tomentosus	Plantae
Cotula coronopifolia	Cotula coronopifolia	Cotula coronopifolia	Plantae
Crambe maritima	Crambe maritima	Crambe maritima	Plantae
Crassula aquatica	Crassula aquatica	Crassula aquatica	Plantae
Crassula tillaea	Crassula tillaea	Crassula tillaea	Plantae
Crataegus laevigata agg.	Crataegus laevigata agg.	Crataegus laevigata agg.	Plantae
Crataegus monogyna agg.	Crataegus monogyna agg.	Crataegus monogyna agg.	Plantae
Crepis alpestris	Crepis alpestris	Crepis alpestris	Plantae
Crepis aurea	Crepis aurea	Crepis aurea	Plantae
Crepis biennis	Crepis biennis	Crepis biennis	Plantae
Crepis capillaris	Crepis capillaris	Crepis capillaris	Plantae
Crepis conyzifolia	Crepis conyzifolia	Crepis conyzifolia	Plantae
Crepis foetida	Crepis foetida	Crepis foetida	Plantae
Crepis kerneri (jaquinii ssp.)	Crepis kerneri (jaquinii ssp.)	Crepis kerneri (jaquinii ssp.)	Plantae
Crepis mollis	Crepis mollis	Crepis mollis	Plantae
Crepis nicaeensis	Crepis nicaeensis	Crepis nicaeensis	Plantae
Crepis paludosa	Crepis paludosa	Crepis paludosa	Plantae
Crepis pontana (bocconi)	Crepis pontana (bocconi)	Crepis pontana (bocconi)	Plantae
Crepis praemorsa	Crepis praemorsa	Crepis praemorsa	Plantae
Crepis pulchra ssp. pulchra	Crepis pulchra ssp. pulchra	Crepis pulchra ssp. pulchra	Plantae
Crepis pyrenaica (blattarioides)	Crepis pyrenaica (blattarioides)	Crepis pyrenaica (blattarioides)	Plantae
Crepis rhaetica	Crepis rhaetica	Crepis rhaetica	Plantae
Crepis setosa	Crepis setosa	Crepis setosa	Plantae
Crepis taraxacifolia	Crepis taraxacifolia	Crepis taraxacifolia	Plantae
Crepis tectorum	Crepis tectorum	Crepis tectorum	Plantae
Crepis terglouensis	Crepis terglouensis	Crepis terglouensis	Plantae
Crocus albiflorus	Crocus albiflorus	Crocus albiflorus	Plantae
Cruciata glabra (vernum)	Cruciata glabra (vernum)	Cruciata glabra (vernum)	Plantae
Cruciata laevipes (cruciata)	Cruciata laevipes (cruciata)	Cruciata laevipes (cruciata)	Plantae
Cryptogramma crispa	Cryptogramma crispa	Cryptogramma crispa	Plantae
Cucubalus baccifer	Cucubalus baccifer	Cucubalus baccifer	Plantae
Cuscuta australis	Cuscuta australis	Cuscuta australis	Plantae
Cuscuta campestris	Cuscuta campestris	Cuscuta campestris	Plantae
Cuscuta epilinum	Cuscuta epilinum	Cuscuta epilinum	Plantae
Cuscuta epithymum	Cuscuta epithymum	Cuscuta epithymum	Plantae
Cuscuta europaea	Cuscuta europaea	Cuscuta europaea	Plantae
Cuscuta gronovii	Cuscuta gronovii	Cuscuta gronovii	Plantae
Cuscuta lupuliformis	Cuscuta lupuliformis	Cuscuta lupuliformis	Plantae
Cuscuta suaveolens	Cuscuta suaveolens	Cuscuta suaveolens	Plantae
Cyclamen purpurascens	Cyclamen purpurascens	Cyclamen purpurascens	Plantae
Cydonia oblonga	Cydonia oblonga	Cydonia oblonga	Plantae
Cymbalaria muralis	Cymbalaria muralis	Cymbalaria muralis	Plantae
Cynodon dactylon	Cynodon dactylon	Cynodon dactylon	Plantae
Cynoglossum germanicum	Cynoglossum germanicum	Cynoglossum germanicum	Plantae
Cynoglossum officinale	Cynoglossum officinale	Cynoglossum officinale	Plantae
Cynosurus cristatus	Cynosurus cristatus	Cynosurus cristatus	Plantae
Cyperus badius	Cyperus badius	Cyperus badius	Plantae
Cyperus flavescens	Cyperus flavescens	Cyperus flavescens	Plantae
Cyperus fuscus	Cyperus fuscus	Cyperus fuscus	Plantae
Cyperus longus	Cyperus longus	Cyperus longus	Plantae
Cyperus michelianus	Cyperus michelianus	Cyperus michelianus	Plantae
Cypripedium calceolus	Cypripedium calceolus	Cypripedium calceolus	Plantae
Cystopteris dickieana	Cystopteris dickieana	Cystopteris dickieana	Plantae
Cystopteris fragilis	Cystopteris fragilis	Cystopteris fragilis	Plantae
Cystopteris montana	Cystopteris montana	Cystopteris montana	Plantae
Cystopteris regia	Cystopteris regia	Cystopteris regia	Plantae
Cystopteris sudetica	Cystopteris sudetica	Cystopteris sudetica	Plantae
Cytisus scoparius	Cytisus scoparius	Cytisus scoparius	Plantae
Dactylis glomerata	Dactylis glomerata	Dactylis glomerata	Plantae
Dactylis polygama	Dactylis polygama	Dactylis polygama	Plantae
Dactylorhiza incarnata (Orchis inc.)	Dactylorhiza incarnata (Orchis inc.)	Dactylorhiza incarnata (Orchis inc.)	Plantae
